Method,Return,Seed,Step,Task
FTA,7.0,0,10569,Pixelcopter-PLE-v0
FTA,17.0,0,10704,Pixelcopter-PLE-v0
FTA,9.0,0,10792,Pixelcopter-PLE-v0
FTA,1.0,0,10834,Pixelcopter-PLE-v0
FTA,-1.0,0,10866,Pixelcopter-PLE-v0
FTA,4.0,0,10927,Pixelcopter-PLE-v0
FTA,1.0,0,10972,Pixelcopter-PLE-v0
FTA,18.0,0,11115,Pixelcopter-PLE-v0
FTA,3.0,0,11174,Pixelcopter-PLE-v0
FTA,16.0,0,11306,Pixelcopter-PLE-v0
FTA,-1.0,0,11337,Pixelcopter-PLE-v0
FTA,36.0,0,11579,Pixelcopter-PLE-v0
FTA,3.0,0,11636,Pixelcopter-PLE-v0
FTA,3.0,0,11693,Pixelcopter-PLE-v0
FTA,4.0,0,11755,Pixelcopter-PLE-v0
FTA,-1.0,0,11789,Pixelcopter-PLE-v0
FTA,6.0,0,11867,Pixelcopter-PLE-v0
FTA,7.0,0,11939,Pixelcopter-PLE-v0
FTA,9.0,0,12026,Pixelcopter-PLE-v0
FTA,11.0,0,12129,Pixelcopter-PLE-v0
FTA,0.0,0,12164,Pixelcopter-PLE-v0
FTA,5.0,0,12231,Pixelcopter-PLE-v0
FTA,-1.0,0,12260,Pixelcopter-PLE-v0
FTA,17.0,0,12396,Pixelcopter-PLE-v0
FTA,2.0,0,12446,Pixelcopter-PLE-v0
FTA,4.0,0,12509,Pixelcopter-PLE-v0
FTA,-1.0,0,12540,Pixelcopter-PLE-v0
FTA,5.0,0,12607,Pixelcopter-PLE-v0
FTA,5.0,0,12675,Pixelcopter-PLE-v0
FTA,15.0,0,12802,Pixelcopter-PLE-v0
FTA,20.0,0,12951,Pixelcopter-PLE-v0
FTA,1.0,0,12995,Pixelcopter-PLE-v0
FTA,20.0,0,13150,Pixelcopter-PLE-v0
FTA,5.0,0,13219,Pixelcopter-PLE-v0
FTA,15.0,0,13343,Pixelcopter-PLE-v0
FTA,4.0,0,13405,Pixelcopter-PLE-v0
FTA,19.0,0,13548,Pixelcopter-PLE-v0
FTA,5.0,0,13616,Pixelcopter-PLE-v0
FTA,2.0,0,13663,Pixelcopter-PLE-v0
FTA,14.0,0,13781,Pixelcopter-PLE-v0
FTA,6.0,0,13854,Pixelcopter-PLE-v0
